id;text;category
lz016;Czy lubisz robić notatki, których nigdy nie czytasz?;Luźne
lz017;Czy zdarza Ci się kiedyś zjeść coś z podłogi?;Luźne
lz018;Czy mógłbyś mieszkać w domku na drzewie?;Luźne
lz019;Czy często gubisz rzeczy, które trzymasz w ręce?;Luźne
lz020;Czy lubisz rozwiązywać quizy, które niczego nie wnoszą?;Luźne
lz021;Czy byłbyś dobrym prowadzącym teleturniej?;Luźne
lz022;Czy kiedykolwiek miałeś poważną rozmowę z lustrem?;Luźne
lz023;Czy potrafisz się zgubić w miejscu, które dobrze znasz?;Luźne
lz024;Czy kiedyś uczyłeś się czegoś tylko po to, żeby zaimponować komuś?;Luźne
lz025;Czy jesteś w stanie wstać rano bez 5 drzemek?;Luźne
lz026;Czy miałeś kiedyś wymyślonego przyjaciela?;Luźne
lz027;Czy zdarza Ci się coś zepsuć i udawać, że to nie Ty?;Luźne
lz028;Czy potrafisz wytrzymać cały dzień bez narzekania?;Luźne
lz029;Czy byłbyś w stanie zamieszkać w małym domku na wsi bez technologii?;Luźne
lz030;Czy kiedykolwiek chciałeś być bohaterem kreskówki?;Luźne
lz033;Czy Twoje sny czasem mają więcej sensu niż rzeczywistość?;Luźne
lz035;Czy jesteś w stanie wytrzymać dzień bez użycia internetu… przypadkiem?;Luźne
lz036;Czy potrafisz prowadzić logiczną rozmowę tuż po obudzeniu?;Luźne
lz037;Czy byłbyś w stanie mieszkać w lodówce (jeśli miałaby WiFi)?;Luźne
lz038;Czy często nadajesz imiona przedmiotom w swoim domu?;Luźne
lz040;Czy potrafisz poważnie potraktować quiz „Którą pizzą jesteś?”?;Luźne
lz042;Czy mógłbyś zostać samotnym wilkiem… ale z dostawą jedzenia?;Luźne
lz044;Czy potrafisz bez skrępowania tańczyć sam w pokoju?;Luźne
lz046;Czy często gubisz się w myślach podczas najprostszych zadań?;Luźne
lz048;Czy mógłbyś być szczęśliwy pracując jako tester łóżek?;Luźne
lz058;Czy byłbyś w stanie wygrać zawody w robieniu najbardziej absurdalnej miny?;Luźne
lz060;Czy potrafisz zasnąć w najdziwniejszym możliwym miejscu?;Luźne
lz063;Czy umiesz przewidzieć pogodę tylko patrząc przez okno?;Luźne
lz064;Czy zdarza Ci się mówić „zaraz wracam” i wrócić za godzinę?;Luźne
lz065;Czy masz w sobie coś z leniwca... nawet gdy próbujesz być produktywny?;Luźne
lz067;Czy kiedykolwiek próbowałeś telepatycznie przyciągnąć autobus?;Luźne
lz069;Czy lubisz sprawdzać lodówkę bez zamiaru niczego z niej wyjąć?;Luźne
lz070;Czy potrafisz myśleć intensywnie o jednej rzeczy i zapomnieć o niej po minucie?;Luźne
lz073;Czy masz specjalną „pozycję do scrollowania telefonu”?;Luźne
lz075;Czy lubisz myśleć o sobie jako o głównym bohaterze życia?;Luźne
lz076;Czy potrafisz włączyć film i zasnąć przed końcem czołówki?;Luźne
lz077;Czy w dzieciństwie próbowałeś używać siły woli jak Jedi?;Luźne
lz080;Czy jesteś w stanie zapamiętać trzy rzeczy... jeśli zapiszesz je w pięciu miejscach?;Luźne
lz081;Czy masz nawyk tworzenia playlist na każdą możliwą okazję?;Luźne
lz082;Czy potrafisz zorganizować cały dzień wokół przerwy na kawę?;Luźne
lz083;Czy kiedykolwiek zacząłeś porządkować coś i skończyło się to wspominkami?;Luźne
lz086;Czy potrafisz zniknąć z imprezy bez pożegnania?;Luźne
lz087;Czy kiedykolwiek rozważałeś zamieszkanie w Ikei?;Luźne
lz089;Czy masz ulubiony dźwięk... który właściwie Cię irytuje?;Luźne
lz090;Czy zdarza Ci się rozmawiać z roślinami w mieszkaniu?;Luźne
ps001;Czy lubiłeś odpowiadać przy tablicy w szkole?;Przeszłość
ps002;Czy często chodziłeś na wagary?;Przeszłość
ps003;Czy byłeś bardziej niejadkiem niż wszystkożercą jako dziecko?;Przeszłość
ps004;Czy miałeś kiedyś swojego ulubionego pluszaka, bez którego nie zasypiałeś?;Przeszłość
ps005;Czy zdarza Ci się ukrywać słodycze przed rodzicami?;Przeszłość
ps006;Czy często sięgałeś po pomoc rodziców przy odrabianiu lekcji?;Przeszłość
ps007;Czy miałeś w dzieciństwie przyjaciół, z którymi spędzałeś całe dnie?;Przeszłość
ps008;Czy byłeś typem dziecka, które bało się ciemności?;Przeszłość
ps009;Czy zdarzyło Ci się zrobić coś zakazanego, czego nie przyznałeś się rodzicom?;Przeszłość
ps010;Czy często marzyłeś o byciu kimś wyjątkowym lub sławnym?;Przeszłość
ps011;Czy miałeś ulubioną grę lub zabawkę, z którą nie rozstawałeś się nigdy?;Przeszłość
ps012;Czy lubiłeś brać udział w szkolnych przedstawieniach lub konkursach?;Przeszłość
ps013;Czy zdarza Ci się chować przed rodzicami coś, co chciałeś mieć tylko dla siebie?;Przeszłość
ps014;Czy byłeś bardziej spokojnym czy rozbrykanym dzieckiem?;Przeszłość
ps015;Czy często się śmiałeś z dowcipów kolegów w szkole?;Przeszłość
ps016;Czy miałeś swój sekret lub tajne miejsce, do którego chodziłeś?;Przeszłość
ps017;Czy brałeś udział w jakimś szkolnym sporcie lub zajęciach dodatkowych?;Przeszłość
ps018;Czy pamiętasz swoją pierwszą zakochaną osobę?;Przeszłość
ps019;Czy często dostawałeś uwagę od nauczycieli za psoty?;Przeszłość
ps020;Czy miałeś jakieś zwierzątko w dzieciństwie?;Przeszłość
ps021;Czy lubiłeś spędzać wakacje na wsi lub u dziadków?;Przeszłość
ps022;Czy pamiętasz swoją pierwszą wycieczkę szkolną?;Przeszłość
ps023;Czy miałeś ulubioną książkę lub bajkę, do której często wracałeś?;Przeszłość
ps024;Czy miałeś kiedykolwiek problem z nauczycielem lub wychowawcą?;Przeszłość
ps025;Czy potrafiłeś dobrze się bawić na szkolnych imprezach?;Przeszłość
ps026;Czy często pomagałeś rodzicom w domu jako dziecko?;Przeszłość
ps027;Czy miałeś kiedyś problem z wczesnym wstawaniem do szkoły?;Przeszłość
ps028;Czy pamiętasz swój pierwszy dzień w nowej szkole?;Przeszłość
ps029;Czy byłeś osobą, która łatwo nawiązywała nowe znajomości?;Przeszłość
ps030;Czy często słuchałeś muzyki lub oglądałeś filmy z dzieciństwa?;Przeszłość
ps031;Jak często jako dziecko bawiłeś się na dworze?;Przeszłość
ps032;Na ile lubiłeś chodzić do szkoły?;Przeszłość
ps033;Jak bardzo pamiętasz swój pierwszy dzień w szkole?;Przeszłość
ps034;Jak często zdarzało Ci się odrabiać lekcje na ostatnią chwilę?;Przeszłość
ps035;Jak bardzo lubiłeś swoje ulubione zabawki?;Przeszłość
ps036;Jak często miałeś okazję spotykać się z przyjaciółmi po szkole?;Przeszłość
ps037;Jak bardzo pamiętasz szkolne wycieczki?;Przeszłość
ps038;Na ile byłeś zadowolony ze swojego zachowania w dzieciństwie?;Przeszłość
ps039;Jak często pomagałeś rodzicom w domu?;Przeszłość
ps040;Jak bardzo lubiłeś swoje ulubione zajęcia pozalekcyjne?;Przeszłość
ps041;Jak często się śmiałeś z kolegów lub koleżanek w szkole?;Przeszłość
ps042;Jak bardzo pamiętasz swoje dziecięce marzenia?;Przeszłość
ps043;Na ile często czułeś się pewnie podczas wystąpień publicznych?;Przeszłość
ps044;Jak bardzo lubiłeś czytać książki jako dziecko?;Przeszłość
ps045;Jak często miałeś problemy z wstawaniem do szkoły?;Przeszłość
ps046;Jak bardzo lubiłeś spędzać czas na podwórku?;Przeszłość
ps047;Na ile często brałeś udział w zabawach z rodzeństwem lub kuzynami?;Przeszłość
ps048;Jak bardzo pamiętasz swoje ulubione smaki dzieciństwa?;Przeszłość
ps049;Jak często zdarzało Ci się rozrabiać w szkole?;Przeszłość
ps050;Na ile lubiłeś swoje pierwsze wakacje bez rodziców?;Przeszłość
ps051;Jak często marzyłeś o dorosłym życiu?;Przeszłość
ps052;Jak bardzo lubiłeś szkolne przerwy?;Przeszłość
ps053;Na ile często czułeś się zmotywowany do nauki?;Przeszłość
ps054;Jak bardzo bałeś się ciemności lub innych dziecięcych lęków?;Przeszłość
ps055;Jak często zdarzało Ci się śpiewać lub tańczyć jako dziecko?;Przeszłość
ps056;Na ile lubiłeś pomagać innym dzieciom?;Przeszłość
ps057;Jak bardzo pamiętasz swoje ulubione zabawy z dzieciństwa?;Przeszłość
ps058;Jak często chodziłeś na zajęcia dodatkowe?;Przeszłość
ps059;Na ile byłeś zadowolony z relacji z kolegami lub koleżankami?;Przeszłość
ps060;Jak bardzo lubiłeś oglądać kreskówki lub bajki?;Przeszłość
ps061;Jak często jako dziecko sięgałeś po słodycze?;Przeszłość
ps062;Jak bardzo lubiłeś zajęcia plastyczne w szkole?;Przeszłość
ps063;Na ile pamiętasz swoje pierwsze przyjaźnie?;Przeszłość
ps064;Jak często brałeś udział w zabawach zespołowych?;Przeszłość
ps065;Jak bardzo byłeś samodzielny jako dziecko?;Przeszłość
ps066;Na ile często pomagałeś w domu swoim rodzeństwu?;Przeszłość
ps067;Jak bardzo lubiłeś oglądać filmy lub bajki?;Przeszłość
ps068;Jak często sprawiałeś niespodzianki bliskim?;Przeszłość
ps069;Na ile pamiętasz swoje dziecięce przygody na podwórku?;Przeszłość
ps070;Jak bardzo ceniłeś sobie wolny czas bez obowiązków?;Przeszłość
ps071;Jak często odwiedzałeś dziadków lub dalszą rodzinę?;Przeszłość
ps072;Na ile lubiłeś pomagać nauczycielom w klasie?;Przeszłość
ps073;Jak często zdarzało Ci się być kapitanem drużyny lub grupy?;Przeszłość
ps074;Jak bardzo pamiętasz swoje dziecięce sukcesy?;Przeszłość
ps075;Na ile byłeś zadowolony ze swoich wyników w nauce?;Przeszłość
ps076;Jak często brałeś udział w zabawach ruchowych lub sportowych?;Przeszłość
ps077;Jak bardzo lubiłeś pomagać innym dzieciom w nauce?;Przeszłość
ps078;Na ile często rozwiązywałeś zadania lub łamigłówki?;Przeszłość
ps079;Jak bardzo byłeś ciekawski wobec świata jako dziecko?;Przeszłość
ps080;Jak często zdarzało Ci się śpiewać na głos w samotności?;Przeszłość
ps081;Na ile lubiłeś spędzać czas z rodzeństwem?;Przeszłość
ps082;Jak bardzo pamiętasz swoje dziecięce marzenia o przyszłości?;Przeszłość
ps083;Jak często potrafiłeś pocieszyć kolegę lub koleżankę?;Przeszłość
ps084;Na ile lubiłeś uczyć się nowych rzeczy poza szkołą?;Przeszłość
ps085;Jak często miałeś ochotę na psoty i zabawy bez kontroli?;Przeszłość
ps086;Jak bardzo pamiętasz swoje pierwsze wakacje nad morzem lub w górach?;Przeszłość
ps087;Na ile często uczestniczyłeś w szkolnych wydarzeniach i imprezach?;Przeszłość
ps088;Jak bardzo byłeś zadowolony z relacji z nauczycielami?;Przeszłość
ps089;Jak często jako dziecko myślałeś o swoich ulubionych bohaterach z bajek?;Przeszłość
ps090;Na ile lubiłeś uczyć się poprzez zabawę?;Przeszłość
wol001;Wolisz chodzić wolno czy szybko?;Wolisz
wol002;Wolisz pikantne czy łagodne jedzenie?;Wolisz
wol003;Wolisz lato czy zimę?;Wolisz
wol004;Wolisz kawę czy herbatę?;Wolisz
wol005;Wolisz książkę czy film?;Wolisz
wol006;Wolisz spędzać czas w mieście czy na wsi?;Wolisz
wol007;Wolisz oglądać komedie czy thrillery?;Wolisz
wol008;Wolisz plażę czy góry?;Wolisz
wol009;Wolisz wstać bardzo wcześnie czy zostać do późna?;Wolisz
wol010;Wolisz mieć dużo znajomych czy kilku bliskich przyjaciół?;Wolisz
wol011;Wolisz słuchać muzyki głośno czy cicho?;Wolisz
wol012;Wolisz spędzać wakacje aktywnie czy leniuchując?;Wolisz
wol013;Wolisz oglądać seriale czy filmy?;Wolisz
wol014;Wolisz poranki czy wieczory?;Wolisz
wol015;Wolisz zwierzęta domowe czy egzotyczne?;Wolisz
wol016;Wolisz słodkie czy słone przekąski?;Wolisz
wol017;Wolisz czytać książki papierowe czy e-booki?;Wolisz
wol018;Wolisz robić zdjęcia czy oglądać zdjęcia?;Wolisz
wol019;Wolisz być kierowcą czy pasażerem?;Wolisz
wol020;Wolisz rozmawiać przez telefon czy pisać wiadomości?;Wolisz
wol021;Wolisz imprezę z dużą ilością ludzi czy kameralne spotkanie?;Wolisz
wol022;Wolisz gotować sam czy jeść na mieście?;Wolisz
wol023;Wolisz oglądać sport czy uprawiać sport?;Wolisz
wol024;Wolisz słuchać muzyki klasycznej czy rockowej?;Wolisz
wol025;Wolisz mieć 1 godzinę więcej snu czy 1 godzinę więcej wolnego czasu?;Wolisz
wol026;Wolisz wziąć prysznic czy kąpiel?;Wolisz
wol027;Wolisz prowadzić samochód czy podróżować pociągiem?;Wolisz
wol028;Wolisz mieć super pamięć czy super szybkość?;Wolisz
wol029;Wolisz rozwiązywać krzyżówki czy sudoku?;Wolisz
wol030;Wolisz spędzać czas na zewnątrz czy w domu?;Wolisz
wol031;Wolisz oglądać filmy w domu czy w kinie?;Wolisz
wol032;Wolisz ciepłe dni czy chłodne wieczory?;Wolisz
wol033;Wolisz weekendy pełne wydarzeń czy leniwe dni?;Wolisz
wol034;Wolisz spacerować po lesie czy nad morzem?;Wolisz
wol035;Wolisz mieć psa czy kota?;Wolisz
wol036;Wolisz chodzić na siłownię czy biegać na świeżym powietrzu?;Wolisz
wol037;Wolisz grać w gry planszowe czy komputerowe?;Wolisz
wol038;Wolisz jeść na słodko czy na słono?;Wolisz
wol039;Wolisz planować wszystko czy improwizować?;Wolisz
wol040;Wolisz czytać książkę wieczorem czy rano?;Wolisz
wol041;Wolisz oglądać filmy komediowe czy dramaty?;Wolisz
wol042;Wolisz ubierać się kolorowo czy stonowanie?;Wolisz
wol043;Wolisz rozmawiać z dużą grupą ludzi czy z jedną osobą?;Wolisz
wol044;Wolisz długie rozmowy czy krótkie i treściwe?;Wolisz
wol045;Wolisz wakacje w górach czy nad jeziorem?;Wolisz
wol046;Wolisz używać telefonu czy komputera do pracy?;Wolisz
wol048;Wolisz nosić ubrania casual czy eleganckie?;Wolisz
wol049;Wolisz słuchać muzyki na żywo czy z nagrania?;Wolisz
wol050;Wolisz wstawać bez budzika czy budzić się po alarmie?;Wolisz
wol051;Wolisz grać na instrumencie czy śpiewać?;Wolisz
wol052;Wolisz oglądać filmy z napisami czy dubbingiem?;Wolisz
wol053;Wolisz spotkania w dużym gronie czy kameralne przyjęcia?;Wolisz
wol054;Wolisz czytać kryminały czy fantastykę?;Wolisz
wol055;Wolisz spędzać czas aktywnie na dworze czy w domu z książką?;Wolisz
wol056;Wolisz mieć dużo znajomych czy kilku bliskich przyjaciół?;Wolisz
wol057;Wolisz jeść śniadanie na słodko czy na słono?;Wolisz
wol058;Wolisz pisać listy czy wiadomości SMS?;Wolisz
wol059;Wolisz świętować urodziny w domu czy na wyjeździe?;Wolisz
wol060;Wolisz oglądać seriale czy pojedyncze filmy?;Wolisz
wol061;Wolisz spędzać wieczory przy grach planszowych czy oglądając filmy?;Wolisz
wol062;Wolisz uczyć się nowych rzeczy samodzielnie czy w grupie?;Wolisz
wol063;Wolisz pić wodę gazowaną czy niegazowaną?;Wolisz
wol064;Wolisz lato pełne słońca czy lekki deszcz?;Wolisz
wol065;Wolisz chodzić do kina na nowe premiery czy czekać na premierę w domu?;Wolisz
wol066;Wolisz mieć stały plan dnia czy działać spontanicznie?;Wolisz
wol067;Wolisz nosić jasne czy ciemne ubrania?;Wolisz
wol068;Wolisz spędzać weekend w domu czy na wycieczce?;Wolisz
wol069;Wolisz być mistrzem jednego czy mieć szeroką wiedzę o wielu rzeczach?;Wolisz
wol070;Wolisz słuchać muzyki na słuchawkach czy na głośnikach?;Wolisz
wol071;Wolisz robić zdjęcia czy być na nich fotografowanym?;Wolisz
wol072;Wolisz jeść śniadanie w pośpiechu czy wolno i spokojnie?;Wolisz
wol073;Wolisz mieć dużo energii rano czy wieczorem?;Wolisz
wol074;Wolisz mieszkać blisko centrum miasta czy na jego obrzeżach?;Wolisz
wol075;Wolisz spędzać czas z dużą rodziną czy z bliskimi przyjaciółmi?;Wolisz
wol076;Wolisz oglądać filmy z przyjaciółmi czy samotnie?;Wolisz
wol077;Wolisz spędzać wolny czas w ciszy czy w gwarze ludzi?;Wolisz
wol078;Wolisz jeść fast food czy domowe posiłki?;Wolisz
wol079;Wolisz biegać rano czy wieczorem?;Wolisz
wol080;Wolisz pracować w zespole czy samodzielnie?;Wolisz
wol081;Wolisz czytać książki papierowe czy słuchać audiobooków?;Wolisz
wol082;Wolisz oglądać filmy science fiction czy fantasy?;Wolisz
wol083;Wolisz podróżować samolotem czy samochodem?;Wolisz
wol084;Wolisz słuchać muzyki pop czy rock?;Wolisz
wol085;Wolisz mieć dużo obowiązków czy dużo wolnego czasu?;Wolisz
wol086;Wolisz nosić okulary czy soczewki kontaktowe?;Wolisz
wol087;Wolisz oglądać mecze piłki nożnej czy siatkówki?;Wolisz
wol088;Wolisz jeść owoce czy warzywa?;Wolisz
wol089;Wolisz spędzać święta w domu czy na wyjeździe?;Wolisz
wol090;Wolisz czytać książki kryminalne czy romanse?;Wolisz
dyl001;Wolisz mieć zawsze dziwne przebłyski geniuszu czy nigdy nie zapominać niczego ważnego?;Dylematy
dyl002;Wolisz mówić tylko w rymach czy tylko śpiewać?;Dylematy
dyl003;Wolisz mieć w kieszeni zawsze 10 groszy czy 5 cukierków?;Dylematy
dyl004;Wolisz codziennie jeść pizzę czy lody przez miesiąc?;Dylematy
dyl005;Wolisz chodzić do pracy w piżamie czy na spotkania w stroju kąpielowym?;Dylematy
dyl006;Wolisz mieć głos jak kaczka czy chodzić jak pingwin?;Dylematy
dyl007;Wolisz, żeby każdy słyszał Twoje myśli czy żebyś Ty słyszał myśli wszystkich?;Dylematy
dyl008;Wolisz mieć zawsze zakręcony kabel słuchawek czy nigdy nie móc znaleźć ładowarki?;Dylematy
dyl009;Wolisz zostać bohaterem filmu akcji czy komedii romantycznej?;Dylematy
dyl010;Wolisz, żeby Twój telefon miał zawsze 1% baterii czy był zawsze wyciszony?;Dylematy
dyl011;Wolisz mieć super moc teleportacji, ale tylko do łazienki, czy umieć latać, ale tylko na 1 metr?;Dylematy
dyl012;Wolisz jeść tylko słodkie przez tydzień czy tylko słone?;Dylematy
dyl013;Wolisz mówić z akcentem każdego, kto do Ciebie mówi, czy powtarzać wszystko, co ktoś powie?;Dylematy
dyl014;Wolisz mieć gigantyczne stopy czy malutkie ręce?;Dylematy
dyl015;Wolisz zawsze spóźniać się 5 minut czy zawsze przychodzić 5 minut za wcześnie?;Dylematy
dyl016;Wolisz żyć bez muzyki czy bez filmów?;Dylematy
dyl017;Wolisz, żeby każdy znał Twoje hasło do telefonu czy wszystkie Twoje ulubione miejsca?;Dylematy
dyl018;Wolisz nie móc kłamać czy nie móc mówić prawdy?;Dylematy
dyl019;Wolisz mieć na stałe wąsy czy mieć włosy tylko na jednej stronie głowy?;Dylematy
dyl020;Wolisz nigdy nie móc używać emotikonów czy nigdy nie móc używać memów?;Dylematy
dyl021;Wolisz mieć super pamięć do liczb czy do twarzy?;Dylematy
dyl022;Wolisz codziennie dostawać list od nieznajomego czy nigdy nie dostawać żadnej wiadomości?;Dylematy
dyl023;Wolisz przez cały dzień mówić szeptem czy krzyczeć?;Dylematy
dyl024;Wolisz być najzabawniejszą osobą w grupie czy najbardziej poważną?;Dylematy
dyl025;Wolisz jeść tylko jedną potrawę przez resztę życia czy nigdy nie jeść swojego ulubionego dania?;Dylematy
dyl026;Wolisz mieć zawsze idealnie ułożone włosy czy zawsze idealnie czyste buty?;Dylematy
dyl027;Wolisz mieszkać na księżycu czy pod wodą?;Dylematy
dyl028;Wolisz mieć zwierzę, które mówi czy lata jak ptak?;Dylematy
dyl029;Wolisz mieć super siłę, ale być ślepy czy widzieć perfekcyjnie, ale być słaby?;Dylematy
dyl030;Wolisz zawsze zapominać imiona czy twarze?;Dylematy
dyl032;Wolisz móc zmieniać swój wygląd codziennie czy zmieniać głos na dowolny?;Dylematy
dyl033;Wolisz mieć możliwość cofania czasu o 5 minut raz dziennie czy przewidywania przyszłości na 10 sekund?;Dylematy
dyl034;Wolisz zawsze być o 10 minut spóźniony czy o 10 minut za wcześnie?;Dylematy
dyl035;Wolisz jeść tylko potrawy o jednej barwie czy o jednej konsystencji?;Dylematy
dyl036;Wolisz nigdy nie odczuwać głodu czy nigdy nie odczuwać zmęczenia?;Dylematy
dyl042;Wolisz nigdy nie słyszeć muzyki czy nigdy nie widzieć filmów?;Dylematy
dyl047;Wolisz mieć nieograniczony dostęp do książek czy do filmów?;Dylematy
dyl048;Wolisz zawsze zapominać twarze znajomych czy ich imiona?;Dylematy
dyl050;Wolisz mieć wszystkie swoje wspomnienia w kolorze sepii czy czarno-białe?;Dylematy
dyl053;Wolisz móc rozmawiać tylko za pomocą rysunków czy tylko za pomocą muzyki?;Dylematy
dyl054;Wolisz mieć dom na drzewie w lesie czy na plaży?;Dylematy
dyl056;Wolisz mieszkać w przyszłości czy w przeszłości?;Dylematy
dyl058;Wolisz żyć w świecie bez internetu czy bez książek?;Dylematy
dyl059;Wolisz mieć talent do śpiewania czy do tańca?;Dylematy
dyl061;Wolisz mieć zdolność rozmawiania z roślinami czy z przedmiotami?;Dylematy
dyl062;Wolisz codziennie budzić się w nowym mieście czy zawsze w tym samym miejscu?;Dylematy
dyl063;Wolisz mieć super moc zmiany koloru włosów na życzenie czy zmiany koloru oczu?;Dylematy
dyl064;Wolisz być bohaterem książki czy filmu?;Dylematy
dyl065;Wolisz jeść tylko słodycze przez miesiąc czy tylko warzywa?;Dylematy
dyl066;Wolisz nigdy nie zapomnieć dat urodzin czy imion osób?;Dylematy
dyl067;Wolisz mieć zawsze idealnie posprzątany pokój czy idealnie ułożoną garderobę?;Dylematy
dyl068;Wolisz móc cofnąć jedną rozmowę z przeszłości czy przewidzieć wynik jednej przyszłej rozmowy?;Dylematy
dyl069;Wolisz mieć nieskończony dostęp do swojej ulubionej muzyki czy ulubionych filmów?;Dylematy
dyl070;Wolisz zawsze trafiać do celu podczas rzutu czy mieć niesamowitą pamięć do twarzy?;Dylematy
dyl071;Wolisz móc rozwiązać każdy problem matematyczny czy znać odpowiedź na każde pytanie dotyczące historii?;Dylematy
dyl072;Wolisz mieć możliwość zmiany pogody na jeden dzień czy zmiany swojego wyglądu na ten dzień?;Dylematy
dyl074;Wolisz nigdy nie mieć kaca czy nigdy nie odczuwać zmęczenia?;Dylematy
dyl077;Wolisz codziennie spotykać nowe osoby czy spędzać czas tylko z bliskimi?;Dylematy
dyl078;Wolisz mieć zawsze idealnie dopasowane ubrania czy zawsze modną fryzurę?;Dylematy
dyl079;Wolisz móc jeździć na rowerze po wodzie czy latać na rowerze?;Dylematy
dyl080;Wolisz mieć talent do gotowania czy do majsterkowania?;Dylematy
dyl082;Wolisz mieć umiejętność czytania książek w sekundę czy nauki nowych języków w godzinę?;Dylematy
dyl084;Wolisz codziennie jeść tylko jedną ulubioną potrawę czy każdego dnia próbować coś zupełnie nowego?;Dylematy
dyl086;Wolisz być mistrzem gier komputerowych czy sportów drużynowych?;Dylematy
dyl088;Wolisz żyć w świecie bez kolorów czy bez dźwięków?;Dylematy
dyl089;Wolisz mieć nieskończoną ilość baterii w telefonie czy darmowy dostęp do internetu gdziekolwiek?;Dylematy
dyl090;Wolisz spędzić tydzień w całkowitej ciszy czy w ciągłym hałasie?;Dylematy
